横坐标(米),纵坐标(米),角度代价,GDOP(米每弧度),第二次检测耗时(秒),条件接收采样覆盖率,1000米采样覆盖率,离散源采样最坏一阶误差(米),统计位置RMS(米),是否折中点
793.7401592845551,-258.79829894906385,0.844019671887159,3406.3457309990345,171.97305171793442,1.0,0.943089430894309,79.5669880593274,34.32459845137773,0
802.8032371549216,-254.57211633165684,0.8413047775640251,3370.6002450529113,173.43990026119107,1.0,0.9500580720092915,78.6260603290096,33.96440323091483,0
811.8663150252881,-250.34593371424984,0.8385229347756191,3335.1444297422836,174.91762710207556,1.0,0.9558652729384437,77.69182858185465,33.60712692386582,0
820.9293928956546,-246.11975109684283,0.8356721362263516,3299.978728731718,176.4059508885266,1.0,0.9628339140534262,76.76432437160251,33.252774000889076,0
829.9924707660211,-241.89356847943583,0.8327503091231583,3265.103622065929,177.90459797240788,1.0,0.9698025551684089,75.84357999513101,32.901349299233466,0
839.0555486363876,-237.66738586202888,0.8297553131986077,3230.5196280347236,179.41330224498358,1.0,0.975609756097561,74.9296285129215,32.5528580415308,0
848.1186265067541,-233.44120324462187,0.8266849387086738,3196.227305108567,180.93180496999398,1.0,0.9825783972125436,74.02250376987794,32.207305855299815,0
857.1817043771206,-229.21502062721487,0.8235369044094922,3162.2272539461787,182.45985461506498,1.0,0.9883855981416957,73.12224041647711,31.86469879317609,0
866.2447822474871,-224.98883800980786,0.8203088555180874,3128.5201194756087,183.99720668211557,1.0,0.9953542392566783,72.2288739302249,31.525043353882328,0
875.3078601178536,-220.76265539240086,0.8169983616628155,3095.1065930500517,185.54362353736005,1.0,1.0,71.3424406373888,31.18834650395178,0
884.3709379882201,-216.53647277499385,0.8136029148300928,3061.9874146795464,187.0988742414406,1.0,1.0,70.46297773497182,30.85461570021632,0
893.4340158585866,-212.3102901575869,0.8101199273148894,3029.1633753395795,188.6627343801676,1.0,1.0,69.59052331288808,30.523858913069486,0
902.4970937289531,-208.0841075401799,0.8065467296834604,2996.6353193573786,190.23498589629338,1.0,1.0,68.72511637629461,30.19608465051231,0
911.5601715993196,-203.8579249227729,0.8028805687578943,2964.404146876539,191.81541692269403,1.0,1.0,67.86679686802721,29.871301982988587,0
920.6232494696861,-199.6317423053659,0.8047346266105695,2932.4708164003137,193.40382161729096,1.0,1.0,67.0156056910819,29.549520569012707,0
929.6863273400526,-195.40555968795888,0.8085309636744927,2900.8363474137145,194.99999999999997,1.0,1.0,66.17158473107553,29.230750681591704,0
938.7494052104191,-191.17937707055194,0.8122312528511947,2869.501823084167,196.60375779195982,1.0,1.0,65.334776878611,28.915003235438842,0
947.8124830807856,-186.95319445314493,0.8158382596240141,2838.468393040206,198.21490625725542,1.0,1.0,64.50522605146396,28.602289814973602,0
956.8755609511521,-182.72701183573793,0.81935467096761,2807.737276227237,199.83326204732086,1.0,1.0,63.68297721649757,28.292622703098207,0
965.9386388215186,-178.50082921833092,0.8227830968285119,2777.3097638389886,201.45864704817652,1.0,1.0,62.86807641120161,27.98601491073691,0
975.0017166918851,-174.27464660092392,0.8261260716662792,2747.187222322785,203.09088823063013,1.0,1.0,62.06057076474145,27.682480207119085,0
984.0647945622516,-170.04846398351697,0.8293860560435474,2717.371096456218,204.7298175035465,1.0,1.0,61.26050851838886,27.382033150781822,0
590.1262635190851,-342.71123866165124,0.8934619730831915,4331.368795130297,141.48443134658254,1.0,0.8048780487804879,103.60477461788373,43.64574426039591,0
599.1893413894517,-338.4850560442442,0.8918637642639181,4287.123496863536,142.63720427268203,1.0,0.8095238095238095,102.4704007091604,43.19989929447033,0
608.2524192598181,-334.2588734268372,0.8902303947084934,4243.218858422753,143.80922159568507,1.0,0.8176538908246226,101.34354725210052,42.757487042854635,0
617.3154971301847,-330.0326908094302,0.888560883145392,4199.654372195862,145.0,1.0,0.8246225319396051,100.22422174828235,42.318502390512826,0
626.3785750005512,-325.8065081920232,0.8868542163334454,4156.429542256505,146.20906486483085,1.0,0.8292682926829268,99.11243205842563,41.88294034016206,0
635.4416528709177,-321.58032557461627,0.8851093479297315,4113.543885052144,147.43595051811886,1.0,0.8362369337979094,98.00818641194222,41.4507960192063,0
644.5047307412842,-317.3541429572092,0.8833251973179562,4070.9969301210404,148.68020044529447,1.0,0.8432055749128919,96.91149341672312,41.02206468696109,0
653.5678086116507,-313.12796033980226,0.8815006483962934,4028.788220839021,149.9413674559475,1.0,0.851335656213705,95.82236206916389,40.59674174217846,0
662.6308864820172,-308.90177772239525,0.879634548323665,3986.917315197054,151.21901381147393,1.0,0.8548199767711963,94.74080176442888,40.17482273088229,0
